Date,Sugarcane Production (thousand tons),Sugar Production (thousand tons),Ethanol Price (USD/liter),GDP (billion USD),Inflation Rate (%),Temperature (°C),Rainfall (mm),Ethanol Demand (thousand m³)
2003-01-19,5704.858366467218,2320.977561819395,1.3322510938171852,10.461452997387232,1.801967334556063,32.50163163282166,129.06344267251106,3973.7427151412057
2003-01-20,6179.522386107546,2441.8364512326257,1.2306358210698223,10.676841235152711,1.868843408670436,32.21079629510999,127.41635607494243,4173.284294218802
2003-01-21,5948.821327900821,2138.513139318714,1.572089635964178,10.574779187790197,1.8170404560681834,29.903713528992817,121.12668989797206,3955.1135882420153
2003-01-22,5719.131351393315,2592.98159011128,1.4906144273951545,10.284490594128306,1.829095208578849,29.134526687525607,118.96583577134331,4108.780519009824
2003-01-23,5900.002867975331,2389.53611599674,1.5252046770313035,10.174817126414029,1.6184097744223849,27.94161071603927,121.76838297411024,4059.8053657066284
2003-01-24,5249.9416916244045,2042.043313311419,1.552550775323198,10.208112651048376,1.7934940967560498,26.221718349753978,119.07242356206544,3686.7498364590133
2003-01-25,5728.10249250599,2208.808687576047,1.449546520107717,10.327887640237932,1.6318268571433892,29.055202094634307,132.4178675920893,3918.7834452040156
2003-01-26,5673.773390526273,2674.927469975869,1.4829513730525465,10.050025317017894,1.6833661176197063,27.652247303060825,121.63699510439005,4132.211566625977
2003-01-27,4763.977942142724,1906.137610986498,1.630639286903796,10.275901295343226,1.6025229391228897,28.44734782966497,117.38115132417244,3478.1891201432068
2003-01-28,5925.226757419011,2233.86795185317,1.5058197678452434,10.187850278158846,1.5602230068234695,28.054520841527793,119.1195319721806,3987.7632509848418
2003-01-29,4894.271297542407,2035.947534502103,1.5514773940006297,9.65899026861584,1.552274470714048,31.710744338491164,113.77774147497486,3586.205663452491
2003-01-30,5284.4042288171995,2213.154056947897,1.5834115672388454,9.838389627353532,1.5817201185633272,28.58961399474922,83.97681751494457,3783.1705623974954
2003-01-31,5723.325878327502,2295.7907316816363,1.5630406265442915,9.493409955293103,1.7008692311069193,26.799433337639638,101.65486130923975,3953.2871182804042
2003-02-01,5504.419041290225,1935.2267809877137,1.487074965068029,9.952009719007783,1.2986946863804647,20.93397994500943,94.63591975418413,3694.6871350410283
2003-02-02,4958.792550856838,2206.270211313161,1.4963984172393605,10.18561565735541,1.5548529069950288,25.49274811663711,102.1122122361864,3675.3000284585646
2003-02-03,4661.004804415717,2396.9169706114176,1.5761965580245536,9.542995561842774,1.5106568946456422,27.375806627265312,91.2779762390852,3684.504087912127
2003-02-04,5218.214852260951,1936.5926168607973,1.573432691219707,9.60777208502791,1.4988902469898093,22.868373708832817,100.80035994203601,3614.0547478217295
2003-02-05,4986.56426121469,2051.742769191951,1.6088162333389147,9.791860812700556,1.2954438340418484,27.627445869974448,88.77315322230865,3610.0076237470303
2003-02-06,4248.297046683083,1749.1557129708895,1.5420335137700814,9.565989172581888,1.6096415599584284,23.87512657519404,108.12642350008991,3230.4930141473283
2003-02-07,4072.717035590661,1844.9010195336946,1.5402981628468553,9.521347376132395,1.5634529204566645,22.93992925367392,105.90397798035767,3222.1823676601925
2003-02-08,3351.9645182092813,1781.1076141755357,1.4285267071652625,9.802389875763271,1.5210732972751544,19.959170897378183,73.29547160474834,2962.7489892324443
2003-02-09,4389.249761657819,1953.057337376527,1.4063649063947445,9.55713783149343,1.6412818451716786,24.568569840950715,89.47339167396629,3370.605083148735
2003-02-10,4201.848632182872,2013.8944385590066,1.5327117808479904,9.32425377486644,1.643899166461706,19.554734826256645,80.24515528886336,3336.254537434563
2003-02-11,4749.81857625686,1732.5858968571847,1.3862626775150502,9.173318266456373,1.53834871003155,19.77986715896211,86.15459862314675,3357.5112701019216
2003-02-12,4307.951774326595,2045.251837422508,1.4295345830127506,10.005893667805951,1.7636880612454628,16.879967128363905,88.43537905322799,3376.3542044177098
2003-02-13,4750.9486603368905,2031.1597072874895,1.5563517194963779,9.767578842537807,1.8576077669300137,22.211478006491227,68.88916393052939,3512.9168774321724
2003-02-14,3699.715812152399,1883.8901264691253,1.526305231144304,9.433872293842839,1.7914102235427176,21.417319948248636,71.23190450125603,3120.9686286475253
2003-02-15,4591.545047818712,1603.5356583561252,1.4192154815236788,9.52880654350024,1.9207733835531224,20.132753666781436,71.95774043531672,3243.7554429574966
2003-02-16,3741.8508068142078,1579.52693556198,1.343238648104989,9.40544828576387,1.9547349339884894,21.512034834906988,74.61200016242705,2978.1120714630642
2003-02-17,4388.874773332035,1537.546751792762,1.3433987853610716,9.602129717376199,2.0983548905256324,21.292363795645507,74.77898642337249,3151.277556716221
2003-02-18,3274.4561948988126,1890.9838313968799,1.4244976043811368,9.331074822038504,2.033380252352856,19.288143503183107,88.04436141035949,2991.8805588929063
2003-02-19,4135.115037058762,1462.9105747148276,1.3152324233226353,9.40013905039247,2.173365368627311,18.518062586291975,82.57586195997948,3030.3767968750885
2003-02-20,3048.7317546139066,1847.6902484232598,1.243407832750952,9.61161803070733,2.1104958171497277,16.774834096658882,72.10996167005143,2891.745511221148
2003-02-21,3940.6165747013906,1506.0337257368578,1.4004193343365057,9.827864479725415,2.3857210675060094,20.0155739053566,78.28744567631429,2998.0208683295577
2003-02-22,4336.722341218804,1899.6728272523487,1.2759106998236602,9.706555691072344,2.1905741757862,17.966428118858587,58.63419033317733,3304.7265112510104
2003-02-23,3907.2482821605518,1753.763683878942,1.1782896885457665,9.830649054406235,2.208687255656351,21.163998987469913,103.55179765384027,3112.254727800355
2003-02-24,3702.016698066029,2034.8983661051693,1.261583959010178,9.55113428871977,2.307297226026924,20.815342821336223,84.72540077367529,3190.093354794424
2003-02-25,4717.518909077575,2016.6288179931366,1.2879523373454165,9.522627755739414,2.2815329965945725,20.668236786144885,95.81522502347569,3486.6099233796817
2003-02-26,4317.001967204218,2097.633091038726,1.0667267685991764,9.296690453247454,2.2629172958657415,23.93669912933543,95.30637857761744,3407.7597677158387
2003-02-27,4204.529133887027,2126.9580808785313,1.1236936148359788,9.739096900169438,2.4901166278453672,20.273843882986416,88.62561161917802,3381.8625727839026
2003-02-28,4556.345781163382,1889.3455129735125,1.0949563278481498,9.84350831656441,2.13649488710219,18.981024160127486,66.8888504220143,3363.514958601816
2003-03-01,5944.457906142558,1656.0783872660081,1.140440040258861,9.75306058843944,2.3919858797720783,22.679830581734464,86.9431668180737,3673.4955817018586
2003-03-02,5297.335926691846,1705.6707395408464,1.1337608363159195,9.70495198568059,2.3459087518700077,22.123036042025024,97.947836592237,3502.995207907499
2003-03-03,5399.124329821825,1527.9815428551842,0.9905849299882699,10.157599435832578,2.5058511592406782,24.332325801079605,96.9618425114348,3446.102464944942
2003-03-04,5134.683756678686,1758.3400124691325,0.8715152136260428,10.084816154030582,2.2793594815384886,22.757360884914625,108.74195906162045,3476.9317604939793
2003-03-05,5100.056536772924,2018.808901686235,1.0989762517763655,10.270972040345978,2.5547144026861996,25.925125546162924,100.31666461743389,3606.4245942907455
2003-03-06,3918.5080606852857,1923.0339252901158,0.8588184012284886,9.867558783422005,2.5622014520618484,23.63698471142713,120.75163743550002,3197.2891106497036
2003-03-07,4875.62981485625,2028.5088755443746,0.9730208532393335,9.965913168734302,2.3250320083405045,24.108195292919827,93.70595374325757,3537.828785883253
2003-03-08,5071.254156912142,2192.005492946294,0.9079290630553074,10.396406130407009,2.4941765662625563,27.790576473307414,111.40762762926147,3685.1857475659617
2003-03-09,4467.403888592831,2060.641924571828,0.9127934046837076,10.19295554435714,2.508797502499679,26.93134560340038,97.80765967952752,3435.532327784281
2003-03-10,4915.405456030892,1923.868245259066,1.03735284615727,10.133235853233593,2.5287287826165312,25.09643214060315,119.0230935812923,3501.850387735729
2003-03-11,4588.021528926884,2162.885195803774,1.1520574050079682,10.189316877441533,2.2609696164010322,25.988567489140184,104.03777584282345,3525.093576355141
2003-03-12,5637.824680870103,2017.3978822610677,0.6612646450153292,10.326277194132533,2.215991662921328,27.539304009287548,95.57395331450141,3760.0285710227195
2003-03-13,6138.352025550284,2164.5334126419502,0.8998165318903122,10.56507488323002,2.4925382553884123,26.35892161469378,99.71622204987129,3986.8433683325084
2003-03-14,6347.055123161317,2506.6557520393467,0.7631150010848092,10.364731361506259,2.2219866867341653,28.392469406843414,111.15268985159702,4221.979982825179
2003-03-15,6057.828851668185,2201.0299253693343,0.8613921270434054,10.583324876349838,2.210298341189697,28.74669592215409,132.59509901322727,3987.831382554862
2003-03-16,5417.009925212342,2623.8039394130374,0.8308082371636697,10.542829603275024,2.282583116162483,27.659410687201223,125.38807332497598,4001.042523321196
2003-03-17,4971.967397514759,2567.7271904200156,0.8551938213486445,10.293332180351175,2.056397556590565,30.990076553572532,123.22885137171714,3847.8807933291146
2003-03-18,5089.4853223307355,2174.514839893637,0.7225675460449101,10.308133962418317,2.099044979982515,27.798833461684602,118.70773689977851,3676.383082994447
2003-03-19,5353.676945249751,2074.225716879945,0.5857297829719139,10.404030798552204,2.165861360294238,32.43217769630815,108.50020758233336,3710.541041414711
2003-03-20,5554.113496356767,2289.052171228343,0.7488818692789749,10.231904141754848,1.8848674885470724,29.555748390851452,110.64281135647533,3875.8015360020145
2003-03-21,5919.067092843979,2530.3479552313097,0.6502056955711504,10.396642899760007,1.9269985042406805,28.67538979469926,114.4613124781597,4101.314019282159
2003-03-22,5482.2761375598975,2198.769292741277,0.5982144308326226,10.797365806657968,1.8145776210967837,31.025522119771452,113.36356800214188,3808.8651723387475
2003-03-23,6139.377757679217,2472.5850029059534,0.5581149847164062,10.47866683825707,1.8008343812429308,29.918341570499603,112.83009899355515,4139.729189386729
2003-03-24,5824.593805280036,2523.9071648311497,0.6914950013783075,10.317074745122396,1.948987427521149,31.223438176851992,109.30047567362917,4076.03012310491
2003-03-25,5907.444689626806,2115.8464200543667,0.7373450986630145,10.834234847242241,1.9248179409112964,25.508745369759545,118.10424899563883,3886.1733580495475
2003-03-26,6424.724184423882,2121.1694547687666,0.44467685792324246,10.241175990098899,1.7661390858842034,30.306697397120214,109.57941672106254,4046.336228085822
2003-03-27,5208.371245523305,2382.0785402124484,0.6147005451336013,10.206866962950668,1.7522150171203352,27.953881478172963,127.28609630565374,3812.228422521066
2003-03-28,5943.749387020298,2250.688639290548,0.504678313083008,10.613095685298395,1.711125466463403,28.747154051686422,125.90367778592051,3967.0187890248544
2003-03-29,5655.982615844145,2061.678463715919,0.385746471401564,10.463748226961155,1.5584430795923823,28.138506119299716,119.26958657795804,3781.3809983720566
2003-03-30,5418.174052406915,2105.0390682436114,0.5389695451315427,10.266446825940603,1.618268543387523,30.617818141734148,116.55415561034373,3738.6665826071994
2003-03-31,5943.649016890864,2136.2023463918817,0.4337996916707246,10.416892208226775,1.4377515563653847,23.784111548751937,94.4984035796698,3894.3216877960767
2003-04-01,5851.62556252026,1810.6646605814349,0.35345961838743173,10.266179242866711,1.4485779200661997,30.28878146982386,131.1506238775133,3718.476211939991
2003-04-02,4845.852964355138,2248.8581300013448,0.4284040235259283,9.92231069802691,1.5174590442933669,28.00838000763398,103.56603664622895,3630.0220603885414
2003-04-03,5131.809622171284,1971.1285364422358,0.4003771063918824,9.631928015647262,1.4064810899331819,26.418722484985615,112.39493432432539,3572.9298001039792
2003-04-04,5265.0602647990945,1480.5930822924988,0.43630409531422115,9.948758181412073,1.3766146289567784,22.75522224737888,110.81878817122073,3360.939622247422
2003-04-05,4888.272051442065,2002.6584339741166,0.36744996352258064,10.229372679906334,1.4289636962367018,21.77974151368705,90.08343812863666,3503.328739377801
2003-04-06,5217.35954568209,1829.1404120827556,0.4608395946496896,9.876730422099772,1.6160472944210003,23.502350987724142,92.21849957823179,3519.7939036974335
2003-04-07,4966.269227732157,2285.466404093641,0.4305927827736824,10.00485604905836,1.6633699874923082,25.39857214210211,100.49256530582518,3677.2949201162965
2003-04-08,5644.519993767062,1801.3828078927231,0.5422881197312092,9.90101677648354,1.5155615573889187,23.62919163621557,79.1040505749402,3635.0433739643986
2003-04-09,3868.3813027831775,1670.5275885086992,0.5681275923276653,9.478060376451156,1.5930067564021053,24.324084620981502,91.77666662928644,3039.357115000088
2003-04-10,4481.24611135098,1964.3257658598068,0.5400633229769337,9.689952914371075,1.4990550114728458,19.785607756009878,66.89825642559283,3357.747560845399
2003-04-11,4001.7276333545346,1704.7041931316726,0.4969934168810798,9.79976531064463,1.3738995561398186,22.36869379176857,89.2209213525509,3089.8816194863975
2003-04-12,4676.983078826638,1656.5875650816884,0.5019829061128153,9.530035424452684,1.5203636618519032,24.065409505935193,101.25060352049628,3273.160739062276
2003-04-13,3491.539367383684,1891.937870286818,0.45338516009499746,9.577555024797638,1.6120327707189803,24.40440010266355,85.97845369466134,3033.1432445536293
2003-04-14,4405.470545348861,1561.600795493012,0.4658172133246541,9.694506513537632,1.6936837194024499,18.65363649368699,70.01374063410171,3128.831547412951
2003-04-15,3857.1493152401754,1460.1973276344133,0.628633058947797,9.600612765285769,1.7094102607945671,20.157022908088656,77.91483210256165,2920.7135528474932
2003-04-16,3753.223306967823,2081.290872427366,0.3945624934216575,9.769534068199107,1.734066974550257,19.919927089266107,88.55724820317693,3196.08207792501
2003-04-17,3353.975476616849,1839.0671210362868,0.5757937850567553,9.615346471826292,1.749867601413537,19.133393379811764,83.2124278795993,2957.138612870216
2003-04-18,3810.8270106293085,1660.1676381200705,0.5658870159178022,9.330512492184504,1.8887416136105546,22.03236491638561,85.38662591157647,3009.277768347436
2003-04-19,4561.314035078971,1705.0236890396654,0.6735309663594957,9.414022542180847,1.7664458689349687,25.83826960438755,78.65867172360544,3265.836418353176
2003-04-20,3991.969404928883,1802.541995631318,0.4874601464133177,9.506341130192068,2.0324918456326735,17.79538955480658,72.43368701034237,3122.858211626914
2003-04-21,4313.850002386534,1894.670427957473,0.648477907763398,9.767687912027457,1.943577760117385,20.849585114969926,81.2544115204583,3274.6832776698902
2003-04-22,4837.768322779149,1550.4391652758009,0.6996785054977801,9.408018579841546,2.258827838702244,20.61830200931282,80.78837454485185,3260.662869526491
2003-04-23,4152.700063259971,1779.4759864477414,0.49389355920144007,9.163897374944735,2.0699708779334047,20.73807851497892,90.68817403276668,3166.576277175986
2003-04-24,3766.5809640667408,1612.4533897873257,0.5967094123983216,9.611103755747193,2.101855099301169,22.895898222814797,76.22089446530694,2973.2816618179922
2003-04-25,4314.297581926719,1686.4051933980725,0.7154782440199021,9.389216087498863,2.1404768142630552,21.149943320102143,82.10085221737353,3172.37214011947
2003-04-26,3852.3997521544256,1769.5029210864523,0.7972751520138012,9.305213648740791,2.19463211845429,16.35014307448705,81.03877281155569,3067.2333236361756
2003-04-27,3924.9600633827076,1751.815706898853,0.7859488414043918,9.592346305080813,2.3448676207264607,18.01220784795288,106.28306624752236,3085.4179881627592
2003-04-28,3478.0700162714757,1918.5183044848047,0.8461634163750512,9.813581736402144,2.3195705491878917,19.056200378910347,77.23035901024295,3034.391263588429
2003-04-29,4769.603660765074,1889.359786389982,0.7051244163208165,9.538461349679235,2.4589244060915685,20.0352424366338,82.28324748022813,3407.659836101855
2003-04-30,4188.861599938247,1512.9250244544544,0.6775975575923271,9.790246221318009,2.4394772947638974,21.630150791554318,78.06293615580452,3047.1225013336125
2003-05-01,4554.476204907496,1567.463483186781,0.868742831476216,9.86809627360827,2.425076225314641,21.88771944340071,102.30689154807365,3190.6681763964434
2003-05-02,4032.3715711620807,1791.1624236877615,0.7615257820288929,9.933535566466025,2.4838984893145275,19.104967224275377,104.78660036502654,3137.3439940433495
2003-05-03,4859.744532620909,2258.2562678173167,0.8223865152591721,9.674430896957865,2.5864515108536907,19.991449062819548,90.66643345735939,3621.456526007926
2003-05-04,4355.797589566658,1750.7120960899392,1.026831881056379,9.644167692730422,2.5480359052484047,19.445877477073658,106.59130235146871,3219.4711142941237
2003-05-05,4763.541463700779,1908.6742054429565,0.9773652542679369,9.720247291284126,2.521151850483487,21.0639520891478,99.96893246435116,3423.175212658707
2003-05-06,5372.591118268363,1872.8342254033353,0.9265959012006801,10.125033985748892,2.541173395090149,26.650719020962086,105.69376877303188,3599.43288268386
2003-05-07,5429.002703337403,1899.2780373487255,0.938603799778079,10.15029015454473,2.3844488091853204,24.627208829953737,90.72392542122924,3622.5521811633266
2003-05-08,5122.217005161474,2075.617561206994,1.0954746514496947,9.875185900569905,2.7527120545326227,23.760752326383148,104.27841770668779,3621.145301248452
2003-05-09,4347.4443087481795,2349.608402769592,1.079471695990245,10.542283717819497,2.539228854911832,22.322397608966234,123.35390371274474,3524.908798754682
2003-05-10,6823.879724168014,2189.4360117174256,0.9615653887002096,9.948464426251412,2.5352214883354307,24.611724122246244,121.32401467615249,4189.01761899569
2003-05-11,6293.096521963209,1965.3439187625738,0.9127776207338131,10.409976335353466,2.450854151920636,28.31520050595147,116.45633862768207,3923.169575696362
2003-05-12,5869.998876816524,2703.244341472354,1.3200102744504045,10.558263820027229,2.2007264978627075,28.49463535964194,119.68386184297574,4174.797507256534
2003-05-13,5215.471623911739,2193.3366986043925,1.0335227592249334,10.317988278552285,2.3764076202938194,27.4554417636302,136.17155483251014,3716.364919672033
2003-05-14,5612.77368134562,2085.426737382558,1.2320915770764125,10.180840112382135,2.3789692999579666,27.81377139957452,121.24905773345895,3785.297735869605
2003-05-15,5468.66567506419,2504.5320419212526,1.3534942535421166,10.220612339486555,2.253812759588116,25.159375362093144,108.1906859137779,3946.6044068814185
2003-05-16,6435.712396099816,2147.3212043767226,1.2397817937736244,10.349474173203237,2.214305010841532,27.466809524303347,128.20579838873783,4063.5535702066954
2003-05-17,5990.413260282414,2590.3312754544377,1.187013007922584,10.645755063041854,2.2219267999706456,30.406968742885088,116.44016778176008,4153.859257781096
2003-05-18,5513.872813128546,2097.6578644992055,1.1258688970544348,10.213002208614261,2.288840156580137,28.180144352578235,123.0068524343134,3759.359955240079
2003-05-19,5708.318119881714,2569.114778617505,1.145218828562097,10.104094628239496,2.2909828664786054,32.965431156933406,120.05885261712301,4063.4047571052943
2003-05-20,6532.601572679929,2331.8117832748317,1.3469125489491507,10.55841474881135,2.1345712047638807,32.27116855570373,112.3522901476457,4192.949028783487
2003-05-21,6790.656279105109,2555.392653248948,1.473590931654393,10.61162622809925,2.0116307365138226,29.04548793754194,122.89715443259206,4379.9042626752625
2003-05-22,6763.475170491041,2680.1459583646842,1.3073765627944292,10.893248583733813,1.9823407383808347,29.465814901173935,129.65493331897167,4432.787127144941
2003-05-23,6376.54268524335,2072.8865377106576,1.3089124738480018,10.222549531304836,1.9785575387639627,34.43628374979243,127.34808941974076,4020.8977017185266
2003-05-24,5860.459529873295,2551.1859534340488,1.4508836552618243,10.46642465974486,1.9407457941843949,31.62824965363349,124.53474379433155,4102.9812612025125
2003-05-25,4344.900863884717,2007.9165520797021,1.328239206534102,10.715196374698735,1.913587240510532,29.968839295490525,117.30671974943401,3370.1409344950416
2003-05-26,6083.475067428793,2071.0316456077594,1.4389887302685949,10.491619961282888,1.7786018782140007,30.045880427501455,102.10822870035643,3924.1662896382472
2003-05-27,5893.8767927184535,2107.7554596836635,1.4293984553228336,10.408307748257947,1.8296866675443462,29.771740478603427,117.42187475976252,3885.1805565222853
2003-05-28,5915.73787930361,2354.4513765784523,1.3968865509386357,10.580854514957375,1.7782315301812748,29.194786967787476,122.45782427292492,4013.6496342642495
2003-05-29,5815.200740891919,2243.078795599567,1.4478002320321615,10.274248240846338,1.652814482868728,26.79930524204909,94.17691700504963,3921.8745773615565
2003-05-30,5059.7502685373975,2183.4371880210256,1.6360667993794833,10.531722843146818,1.482564807416138,27.809774166541832,113.78758453833241,3673.055042340971
2003-05-31,5928.99211858271,2224.333407851607,1.5294532827974652,10.074431281640503,1.5316623754173952,25.379360163036228,112.05757737444942,3946.6938901779545
2003-06-01,5887.305026675912,2289.616978756691,1.5863262135653553,9.981712094173414,1.7463529853664057,29.3056055448654,102.27726988306375,3974.561566860837
2003-06-02,5827.568079883628,2279.56923144441,1.3920903999237373,10.188481740644432,1.3937743491896106,27.167017870106857,117.33214097371896,3944.5240901670545
2003-06-03,5870.029074917305,2337.8555390622096,1.5992275061038574,9.685712329185993,1.6727868339901755,28.534672398690528,117.37672975127226,3993.2232789575205
2003-06-04,5605.144179206513,2454.9424695771986,1.5579861644853987,10.168499105715432,1.3506654515531185,23.96673566885744,124.20375936727282,3963.229147598421
2003-06-05,5001.452776168341,2057.6677700930436,1.3473397798996514,9.756721472427955,1.4334582458816099,28.876495936898355,103.8473687400622,3586.1683863513895
2003-06-06,5072.335228341397,1928.1083032636495,1.5532507460244125,10.110360930262997,1.4654392887835705,28.134188372541256,115.07019148495172,3547.6492755837976
2003-06-07,5053.525617412623,2125.0961809728183,1.4486686229734917,10.041073479516356,1.6782461616206408,21.890959111609998,91.96672038090914,3622.6078702691707
2003-06-08,4961.942874325628,1743.5769816787715,1.3448903032873243,9.940454097653197,1.5047292913333739,23.528705359308205,94.44995924874675,3404.86332745863
2003-06-09,5308.250246611676,1807.0015991654209,1.510674461861572,9.991852442820523,1.4877907121206382,23.25104914604698,102.97763987696993,3544.863248773394
2003-06-10,5033.93105984618,2113.5051942790383,1.548583382417952,9.896887835390284,1.427635656515607,20.684693489780386,87.68158787846284,3608.9225553862284
2003-06-11,5656.600302600968,1860.5528998812563,1.505585724674656,9.750364170741742,1.5901296946390269,22.569906827800438,90.73680911224398,3673.0367632813695
2003-06-12,5630.81250354387,1616.6349124088522,1.4740310469379676,10.129990402896194,1.5080419103617855,23.75407379465072,98.94712057048139,3546.1125485481443
2003-06-13,4481.772520020183,1534.6237055409313,1.4451942494799215,9.799636003067098,1.5621967117203186,21.270880921713157,88.77848118671342,3152.5219474478495
2003-06-14,2443.5655434223645,1818.3113311743764,1.717024079274042,9.835328276288202,1.579190569230444,18.383702772042728,78.04148524104181,2682.22750853148
2003-06-15,4906.6308906945105,2014.843704682865,1.3430451662668057,9.858723277609958,1.720787688707231,22.986049496267956,79.86877039748668,3520.823552889392
2003-06-16,3951.4597519721738,1992.2035319459478,1.5383781151138671,9.74445383654127,1.7622647376248657,19.524847882115857,81.69899140873918,3220.0984067546756
2003-06-17,3762.1162610647493,1771.0335671726434,1.4412845458543309,9.993995694775089,1.6374681699864486,19.44174963102406,89.1326496137829,3051.887736162972
2003-06-18,3913.2103289238116,2135.5117737447745,1.3418528034174368,9.589417860173487,1.7069349071535969,23.924749642180146,78.99942744678408,3283.9956025576193
2003-06-19,3847.554463858327,1700.2987229915966,1.4089487281581337,9.534045724465603,1.742528005534004,21.147688444911,56.92724821622815,3039.824612481781
2003-06-20,4344.737413173139,1683.867227756651,1.2599502925528834,9.389386836498899,1.8807535347496098,18.574893536671997,88.63479254312401,3175.461603416429
2003-06-21,3236.217105355244,1191.2933165277072,1.3241515377530584,9.456712710147182,2.001764949684264,17.701479141755744,86.77314015817646,2595.822079532748
2003-06-22,3464.2395610626036,1611.457390355278,1.362505116353496,9.35530505316897,1.9803274352430904,21.94728079157629,69.4065784003044,2882.0232973828
2003-06-23,4171.804846025697,1870.4706776597955,1.194667008441421,9.635555167063803,1.7915546346375546,21.795217766251408,68.67147255485361,3220.3333614384605
2003-06-24,4318.812634736021,2014.994453230751,1.3821228688898968,9.321207060300955,2.1364471185909344,19.023241024167724,93.65774380321042,3336.9252916564624
2003-06-25,4345.144816999848,1541.2652716260957,1.215985872785943,9.526945431245547,1.9748208948170187,17.603850001858095,78.08151300821692,3100.5356125190324
2003-06-26,3657.6373626152263,1807.7971164831724,1.1472865006445256,9.637487137901413,2.0863478384142256,21.02697607002163,88.55886718669068,3033.508430543375
2003-06-27,3598.2847255756956,1935.6010715273023,1.1637824482502073,9.573773552423452,2.224289506204482,21.62493152474928,74.808638698152,3080.2407305288198
2003-06-28,3879.4804036204596,1742.0809767935054,1.468105844412491,9.387215935143224,2.2405895156706186,19.918508919888463,89.20871233997553,3070.8723778376198
2003-06-29,4306.779264480876,1299.396774996108,1.030764074830693,9.733210426970453,2.3782956462704754,18.727887646829668,74.50832807709405,2966.546744625353
2003-06-30,4991.751437864599,1824.1618258833475,1.2496715514978574,9.607438434906973,2.2690830908921473,21.294580966415996,89.20310537575614,3444.2236943376074
2003-07-01,3294.967641559125,1947.8919951455287,1.1078693283292769,9.084800673932959,2.269334370615469,22.51692981359205,89.94267846179815,2995.652118200469
2003-07-02,4284.802799114533,1629.065574274423,1.12453636402292,9.500913250680181,2.367011962637387,21.001638215932246,67.2574057172332,3128.102639034476
2003-07-03,3811.352189860667,1792.4765169371033,1.1960597099248496,10.01907215246718,2.5240802096297177,22.912243471318547,90.79360187482284,3076.1536108845075
2003-07-04,3739.3130392513613,1638.5311049526792,1.166926828534015,10.079581557266991,2.5132873733006003,23.549119281052338,84.12254312889681,2977.141519202948
2003-07-05,5140.997704202796,1383.2263047430456,1.0188751007740378,9.933981932778234,2.47847724766637,25.57852479212487,104.0804396614623,3273.3894898039166
